id_usuario,nombre_usuario,rol,contrasena,fecha_creacion,fecha_actualizacion
0843a809-9f88-4b65-88e0-c78db5c72b78,juanito56,operador,_dWazTux5UyA,2025-06-05T00:08:19.507617,2025-06-05T00:08:19.507617
e1fd5b85-b84b-434e-b073-de1d9c81bf25,rblazquez,operador,R^7Zxtas@17#,2025-06-05T00:08:19.507617,2025-06-05T00:08:19.507617
0baaebef-1d25-41c2-a54b-07bda16cd83c,ggarrido,supervisor,e%Dwvre#C18B,2025-06-05T00:08:19.507617,2025-06-05T00:08:19.507617
87dfc384-a801-4d15-b339-6fc3c4215975,evita31,operador,5)(FhVtK^tKY,2025-06-05T00:08:19.507617,2025-06-05T00:08:19.507617
4ec9990f-2709-4161-943b-d636d21da809,barraltomasa,supervisor,y9&UEw!t#PsB,2025-06-05T00:08:19.507617,2025-06-05T00:08:19.507617
ff14f17d-2121-4498-8b36-e846534577b2,cidmaria-fernanda,supervisor,eU(o12n3Z!M+,2025-06-05T00:08:19.507617,2025-06-05T00:08:19.507617
497349d1-0102-47bf-8a33-25c239530ea5,hidalgomelchor,operador,tx&9OcR2N@c*,2025-06-05T00:08:19.507617,2025-06-05T00:08:19.507617
f66d52fa-fe6e-4b2b-a1f2-6326a800b286,sototono,supervisor,&t^Y7nWwHx4d,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
af269a52-7199-4e6e-9c24-3069044f6806,reyesbonilla,supervisor,+hT&dbwEj4Gm,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
45473c0d-fd92-4c53-8362-41e73a7101d4,federicosalamanca,admin,G7WmIcxm@OS@,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
4fd1d128-a869-428b-b219-bfbe0f301bee,sevillaflorina,supervisor,Y@0VbpBpDvGX,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
9cbb24cd-cecd-4a85-ae6b-d3bbee01570f,abilioduran,admin,bh+QT@q7@7dx,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
fc11d5a3-7248-430f-a92d-a910a251e68e,jimenezeloy,admin,6!1ivCk6wvAT,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
91f57baa-634f-48f7-83f1-af9839669040,ingridiglesias,admin,EP33KSOf%SIs,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
1716753f-d415-4fd2-9897-c1db99f7ee6b,tiburciocolom,operador,$zL69Oyw0Ese,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
2ecaeba2-332c-481f-9716-3b9136629b48,munizeliseo,admin,!YDcWQFU&5V7,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
707ef963-2712-48d7-91f3-ad65061f8fc9,eabril,supervisor,4I%W2S8u%Y3w,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
824658e2-b1e0-438d-9860-afb580e69ac8,benaventolalla,admin,_4Qvn63#0nu0,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
6c729ce4-2484-4722-b114-cd862cb6e2f2,zrivero,operador,1sSenJ(v(G5Y,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
97324d1f-aa3b-4f3e-8119-87e005f7deba,ojedaurbano,admin,sb4US2uTt$h0,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
52b51481-9e6a-4e7c-8101-03670ad7863d,lporcel,operador,@89M_I5mK_Ec,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
85bcaf2d-12fa-4a5e-80ce-6ed72f911c46,maristela99,operador,Lz(oERJn@k4f,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
26713abd-588f-49e4-83bb-c4be8c50c518,niborra,supervisor,()^^M9Ft1*Mc,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
097cb2f6-bc8e-4ad5-927f-7a25a23f61f3,juan-jose38,admin,g0xKpx%1(8JL,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
fe785419-0c78-4bc1-a7aa-2cc6eaaf567c,jolive,supervisor,@D7qZoJB$#ZN,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
481be87c-aa2a-4ee2-940d-e6c0a0583a38,rodolfosantana,supervisor,_8sN#vONz1J$,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
69bc38d4-e4aa-4330-ad1b-8d7ac9adf282,barberajose-angel,operador,N9RUAszo*CVR,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
d71c9716-af16-48e3-a010-6d3d0f8ba63e,blanchjose-ramon,supervisor,m+29r0beNXUu,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
26358019-2575-4fa2-9887-6fb4f7774e47,pmartinez,operador,B$qlPWzl*3TM,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
12336382-cece-40b0-b424-74803238b7ed,amorcillo,supervisor,3NR1Nd^aS#My,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
4a3bdf88-e320-49f7-af29-07e528ac40fe,reynaldo09,admin,@(50Xc4_RG0M,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
9e2081ca-8843-4d8a-a0b0-bc2425736069,castilloeva-maria,admin,nzs1BrJq$ToT,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
27dc231e-8207-4cd0-a710-e5d138ef8bc2,isabelmarco,admin,+_e2Upeol%Dy,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
a4042a3a-6ef2-4bf2-b599-a4fd4e8ce317,vinabarbara,admin,TLb1C$8h@(!J,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
0190be6c-bcc5-4c09-b46d-e3fc91706dfe,lorenzaescamilla,supervisor,^5w2lzUJiFJ$,2025-06-05T00:08:19.508614,2025-06-05T00:08:19.508614
6fed4398-e805-4dfc-8af8-350ba1187ce7,tgarcia,operador,y@0ZzEyxi19@,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
345ec977-4bf5-47dd-886e-0fb2cc1e7acc,esteraleman,supervisor,7VD7xABvo(5x,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
b21fab0a-3d01-4f25-a62f-1dad05b5ec39,ojauregui,operador,G18LKBWj5_C#,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
7e856126-fd5d-494a-9282-fc8fb2d90b14,fabianseco,operador,07z9UlAg^m)!,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
eac44f58-fbd2-4042-bb9d-b6a317f538e7,lladotadeo,admin,ebellz7XJ(7A,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
b867cc68-bc9a-461d-90ff-f39ccdff78ab,kreyes,admin,IsNpqW3c!%@3,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
8a8da460-8a01-41a1-a04e-38dd75dd3085,juan-franciscoandres,admin,Z2g7k4Bd%wEM,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
bcf3e07b-2e21-41be-9af7-d2e5f486165f,ebautista,operador,7sykocXxt$4U,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
001cc940-183d-42ae-b139-759a448d712b,nicodemomelero,supervisor,+)rtHVHmjK7y,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
a4e35730-eb2f-4717-b7a6-22eb355364ab,tonobarranco,supervisor,ktSX7Oyz!z!$,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
445efb38-13d6-41b0-98e5-33354414c576,qquesada,operador,I*c^v9xpB1lY,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
50f85fc1-e16f-487f-aae8-36521406ff81,rufino16,operador,dNd8^FqJ%x!8,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
00f2064c-8561-49fd-b999-160a360f3215,ualcazar,operador,!rMTu@j&h3T(,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
63de5fda-90c0-4c72-b0b2-a82e92e65117,herranzaristides,admin,ad5vQqIxJy&z,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
ab73797a-a0e2-4e27-933a-382ad1960415,elisarobledo,operador,uUO5@rCa%9&B,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
eb1fa1e9-d06b-4261-908d-13e76a75c226,sainzjulie,supervisor,(dHUvQEu(4I4,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
e904e160-2a60-4bbc-af99-78980c050b1f,irenesoler,admin,+7oVu5DrHATp,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
ec2ea81f-e84b-4bf2-a0d4-d5e9a6bd0b03,ibanbaro,operador,OFRXF4T%&0fw,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
d96ab3b7-7e0e-4501-b44b-31c132a34bd3,pbuendia,supervisor,QM0&n@H&W#3T,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
d5674a35-da4f-4590-996e-99e6736260d3,qfuster,operador,d%1Rp9%zrN5w,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
2c498ddd-fdf6-4406-8e82-b4572a205946,dolorespons,admin,v+3+dKrbM#Wr,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
3dc74b99-91cf-4827-8c59-88a9cd9d3156,qjodar,operador,WAn^T2Xv2EDT,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
1d5c27b1-9adb-45ad-b89b-742e10afc1ab,urrutiajaviera,supervisor,P_2P6ig&fi9W,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
7b134324-922a-4fae-86a7-319a57682196,oizaguirre,admin,SXK4I&Gw&c$&,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
21d98432-0ba5-4855-b7e0-199d67c49934,ujordan,admin,Y)CNMNw$0q8y,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
37a2b34b-fbf1-4eac-bf1f-bbcb36ae9493,arielhervia,admin,l&I!XL2d8D$3,2025-06-05T00:08:19.509612,2025-06-05T00:08:19.509612
513a64a6-c725-49c2-94c3-938f5ad32c00,maria-jesusvidal,operador,J#3D3Fb67d$Q,2025-06-05T00:08:19.510612,2025-06-05T00:08:19.510612
27702c58-284b-462d-ae22-11354d2fc9cd,beltranodalis,supervisor,13hVfTgK#@Rv,2025-06-05T00:08:19.510612,2025-06-05T00:08:19.510612
313e74c9-c15f-48ce-9c3c-8fe0bab3dade,llanosepifanio,operador,5xN#Jsfw(AZi,2025-06-05T00:08:19.510612,2025-06-05T00:08:19.510612
a40d8039-d807-44a8-94de-e9bd1d8c7c68,ugallego,supervisor,!44UnV51(r3T,2025-06-05T00:08:19.510612,2025-06-05T00:08:19.510612
9284e405-8ea7-43c1-bcef-fd0e9de64b0e,mgomez,supervisor,e%RIEWfbXH^8,2025-06-05T00:08:19.510612,2025-06-05T00:08:19.510612
ab245e77-dbb0-4c8a-887b-34d188a6d2c0,pinaluz,operador,d&#xem0paA$0,2025-06-05T00:08:19.510612,2025-06-05T00:08:19.510612
f1b27759-9dbc-473c-a6ab-8d4c2e132b11,pabloespejo,supervisor,IqtQ42^P*49t,2025-06-05T00:08:19.510612,2025-06-05T00:08:19.510612
f6469f46-79b4-44d4-b214-c3e1267ba3a5,carmencervera,supervisor,*DE65QbkRQt2,2025-06-05T00:08:19.510612,2025-06-05T00:08:19.510612
5c97b1e8-2c81-4699-a18b-126f5a889b29,mcerda,operador,^j$6UWf@HE2H,2025-06-05T00:08:19.510612,2025-06-05T00:08:19.510612
fe0ed0da-2411-450b-85a1-dd7ef077564c,valerabernardino,operador,(A43+#xvrv(E,2025-06-05T00:08:19.510612,2025-06-05T00:08:19.510612
4a607e6f-4b86-46e1-a29d-73393d191bc3,ameliaayala,operador,+fta03JeQ)wv,2025-06-05T00:08:19.510612,2025-06-05T00:08:19.510612
43dae8a1-57fd-468a-8dfd-f570b5b1f9c4,herberto43,admin,^wAiNrqq2F4J,2025-06-05T00:08:19.510612,2025-06-05T00:08:19.510612
2d7b3c59-c8f4-49d8-8bf0-0b06b195e5bb,humbertocasanova,supervisor,$m9izmid^*eL,2025-06-05T00:08:19.510612,2025-06-05T00:08:19.510612
a5c9a132-0d6d-4629-bc88-d7e3e8c688e7,alejandra14,operador,%7SNYkt++G^j,2025-06-05T00:08:19.510612,2025-06-05T00:08:19.510612
d6389ad0-ce17-413c-a613-6e7f80c22557,humbertoaguilo,admin,Jr@463+At0Ix,2025-06-05T00:08:19.510612,2025-06-05T00:08:19.510612
ec25a13a-fac0-450d-9325-cfc945d2de04,loidasantamaria,supervisor,NJ$4yPGip#w%,2025-06-05T00:08:19.510612,2025-06-05T00:08:19.510612
f69b60e3-74d4-4f0b-be06-9ff54d84a66d,cruzteodora,supervisor,%yuV3fWpq%)L,2025-06-05T00:08:19.510612,2025-06-05T00:08:19.510612
c2ffeea2-9ae1-43ec-8258-51430a479c0b,bcarbo,admin,Xc5I)Ggl#9K+,2025-06-05T00:08:19.510612,2025-06-05T00:08:19.510612
70d573f4-c60d-4f10-b1bf-06c473782203,pascualmodesto,operador,lO(Kk&8xdk9R,2025-06-05T00:08:19.510612,2025-06-05T00:08:19.510612
837fef48-f3af-41fc-af54-4677427a66b8,nlara,supervisor,+9TYu9zL^WJo,2025-06-05T00:08:19.510612,2025-06-05T00:08:19.510612
f8e77acc-0671-43f6-a97a-203d592f9d13,victor78,operador,iY6E7XoYv@rK,2025-06-05T00:08:19.510612,2025-06-05T00:08:19.510612
ea5e663c-b33c-4d18-a388-dceff9598f52,mendizabalrufino,supervisor,!eVr%cnU%A2H,2025-06-05T00:08:19.510612,2025-06-05T00:08:19.510612
5dc4ffbb-4321-4219-aaf9-f3719ed232cb,ambar38,admin,Ul92WKkRB*FP,2025-06-05T00:08:19.511613,2025-06-05T00:08:19.511613
fee75ce3-2840-4715-ad14-73aa3be68876,victorianoclavero,supervisor,+12g4Yf)M#NT,2025-06-05T00:08:19.511613,2025-06-05T00:08:19.511613
91f65af7-bbd9-4494-8c3d-a3b8bcdf9e19,lagunaadriana,operador,%iMKrnguR7Lo,2025-06-05T00:08:19.511613,2025-06-05T00:08:19.511613
26a8ed80-550b-421b-92bd-450710d38016,urbanomarmol,operador,!)Sw2BSz(k9U,2025-06-05T00:08:19.511613,2025-06-05T00:08:19.511613
176b87d7-0bf5-464c-9de4-4c795f0ef336,sofiatomas,operador,Tj8CT2sz&GXh,2025-06-05T00:08:19.511613,2025-06-05T00:08:19.511613
d6fa77ed-3582-4e3a-83ef-85ba30dc7010,pujadasluciano,admin,0o_47uU+Y#ko,2025-06-05T00:08:19.511613,2025-06-05T00:08:19.511613
27d13881-ee33-46a7-bd9f-6a8e9a082c96,simoestefania,admin,Gf3ordVk*WMZ,2025-06-05T00:08:19.511613,2025-06-05T00:08:19.511613
9672bd1d-ca59-4099-8c8a-d0eb84334b04,amadorjulieta,supervisor,dny8FAg2v++!,2025-06-05T00:08:19.511613,2025-06-05T00:08:19.511613
bfb25689-14f7-4d4c-9ab0-22f1b7c2ece5,galvezsebastian,admin,pvnP2A9m_Ikk,2025-06-05T00:08:19.511613,2025-06-05T00:08:19.511613
e492f7e6-295d-42c4-8881-7ff94a725533,baudelioferran,operador,N5&1Uggp*Ebn,2025-06-05T00:08:19.511613,2025-06-05T00:08:19.511613
6a4183e8-2150-45aa-b844-cfd8cb2ba6c4,maria-luisamedina,supervisor,)5&b@^BnJPWa,2025-06-05T00:08:19.511613,2025-06-05T00:08:19.511613
